UBICACIÓN / LOCATION,IMAGEN PLANO,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,COTIZAR,OPCION 1,ENGANCHE,MONTO,SALDO,PRECIO ,DESCUENTO TOTAL,OPCION 2,ENGANCHE1,MONTO1,SALDO1,PRECIO1,DESCUENTO TOTAL1,OPCION 3,ENGANCHE2,MONTO2,SALDO2,PRECIO2,DESCUENTO TOTAL2,OPCION 4,ENGANCHE3,MONTO3,6 MESES 10%,12 MESES 10%,SALDO3,PRECIO3,DESCUENTO TOTAL3,OPCION 5,ENGANCHE4,MONTO4,6 MESES 10%1,12 MESES 10%1,SALDO4,PRECIO4,DESCUENTO TOTAL4,OPCION 6,ENGANCHE5,MONTO5,SALDO5,PRECIO5,DESCUENTO TOTAL5,PRECIO6,OPCION 7,ENGANCHE6,MONTO6,A FINANCIAR,MONTO TOTAL A PAGAR,TASA,PLAZO,PAGO MENSUAL,ENGANCHE7,MONTO7,SALDO7,PRECIO7,DESCUENTO TOTAL7,TC PREVENTA,TC TERMINADO,PRECIO DE LISTA / PRICE LIST MXN,DESCUENTO / DISCOUNT % MXN,DESCUENTO / DISCOUNT $ MXN,PRECIO FINAL / FINAL PRICE MXN,TC CAD,PRECIO DE LISTA / PRICE LIST CAD,DESCUENTO / DISCOUNT % CAD,DESCUENTO / DISCOUNT $ CAD,PRECIO FINAL / FINAL PRICE CAD,,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,,,BAJA ,MEDIO ,ALTA ,FIESTAS ,,,BAJA ,MEDIO ,ALTA,FIESTAS ,,INGRESO BRUTO,30% ADMIN,GASTOS GENERALES,MANTENIMIENTO,PREDIAL,RETORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_51a2a60c2326412698f217933041ae39~mv2.jpg,MARESOL,214,STUDIO,40,427,292279,19.25%,56264,236015,💰 Cotizar,Forma de pago / Payment plan 1,30%,70805,165211,236015,56264,Forma de pago / Payment plan 2,50%,114467,114467,228935,63344,Forma de pago / Payment plan 3,80%,179372,44843,224214,68064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6430134,1237800,0,5192334,15,443458,19%,85365,358092,,MARESOL,214,STUDIO,40,427,"$292,279",19.25%,"$56,264","$236,015",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,920.00",$236.02,3.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_b860fde338e14c21981497e0df8d92a3~mv2.jpg,MARESOL,301,STUDIO,36,390,269260,19.25%,51833,217428,💰 Cotizar,Forma de pago / Payment plan 1,30%,65228,152199,217428,51833,Forma de pago / Payment plan 2,50%,105452,105452,210905,58355,Forma de pago / Payment plan 3,80%,165245,41311,206556,62704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5923723,1140316,0,4783407,15,408533,19%,78643,329890,,MARESOL,301,STUDIO,36,390,"$269,260",19.25%,"$51,833","$217,428",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,728.00",$217.43,3.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_89ffb1547d0b4ce18f20fdbd497e8920~mv2.jpg,MARESOL,302,STUDIO,34,365,257673,23.50%,60553,197120,💰 Cotizar,Forma de pago / Payment plan 1,30%,59136,137984,197120,60553,Forma de pago / Payment plan 2,50%,95603,95603,191206,66467,Forma de pago / Payment plan 3,80%,149811,37453,187264,70409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5668808,1332172,0,4336636,15,390952,24%,91874,299078,,MARESOL,302,STUDIO,34,365,"$257,673",23.50%,"$60,553","$197,120",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,632.00",$197.12,4.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_ad591bc32e4a41238fb80e1f3121f9cd~mv2.jpg,MARESOL,303,STUDIO,34,367,259233,23.50%,60920,198313,💰 Cotizar,Forma de pago / Payment plan 1,30%,59494,138819,198313,60920,Forma de pago / Payment plan 2,50%,96182,96182,192364,66869,Forma de pago / Payment plan 3,80%,150718,37680,188398,70836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5703133,1340240,0,4362893,15,393320,24%,92430,300889,,MARESOL,303,STUDIO,34,367,"$259,233",23.50%,"$60,920","$198,313",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,632.00",$198.31,4.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_e5fb3f48a6f6417d83b21540c4dfd263~mv2.jpg,MARESOL,304,STUDIO,35,378,267109,23.50%,62770,204338,💰 Cotizar,Forma de pago / Payment plan 1,30%,61301,143037,204338,62770,Forma de pago / Payment plan 2,50%,99104,99104,198208,68901,Forma de pago / Payment plan 3,80%,155297,38824,194121,72987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5876392,1380949,0,4495443,15,405268,23%,95238,310031,,MARESOL,304,STUDIO,35,378,"$267,109",23.50%,"$62,770","$204,338",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,680.00",$204.34,4.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_f806dd7f039a4125991cdeef5bb9a1c5~mv2.jpg,MARESOL,305,STUDIO,32,345,244615,23.50%,57485,187130,💰 Cotizar,Forma de pago / Payment plan 1,30%,56139,130991,187130,57485,Forma de pago / Payment plan 2,50%,90758,90758,181517,63099,Forma de pago / Payment plan 3,80%,142219,35555,177774,66841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5381533,1264663,0,4116870,15,371140,24%,87218,283922,,MARESOL,305,STUDIO,32,345,"$244,615",23.50%,"$57,485","$187,130",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,536.00",$187.13,4.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_5d88a543950a41ba932a55ec696d448d~mv2.jpg,MARESOL,306,STUDIO,36,384,273764,23.50%,64334,209429,💰 Cotizar,Forma de pago / Payment plan 1,30%,62829,146600,209429,64334,Forma de pago / Payment plan 2,50%,101573,101573,203146,70617,Forma de pago / Payment plan 3,80%,159166,39792,198958,74806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6022800,1415356,0,4607444,15,415365,23%,97611,317755,,MARESOL,306,STUDIO,36,384,"$273,764",23.50%,"$64,334","$209,429",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,728.00",$209.43,4.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_c5af083b75b04c569d502511fa3c0478~mv2.jpg,MARESOL,307,STUDIO,36,384,273764,23.50%,64334,209429,💰 Cotizar,Forma de pago / Payment plan 1,30%,62829,146600,209429,64334,Forma de pago / Payment plan 2,50%,101573,101573,203146,70617,Forma de pago / Payment plan 3,80%,159166,39792,198958,74806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6022800,1415356,0,4607444,15,415365,23%,97611,317755,,MARESOL,307,STUDIO,36,384,"$273,764",23.50%,"$64,334","$209,429",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,728.00",$209.43,4.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_68f0d98544104ff0a0e664512c35702b~mv2.jpg,MARESOL,308,1 RECAMARA,41,442,319473,19.25%,61499,257974,💰 Cotizar,Forma de pago / Payment plan 1,30%,77392,180582,257974,61499,Forma de pago / Payment plan 2,50%,125118,125118,250235,69238,Forma de pago / Payment plan 3,80%,196060,49015,245076,74397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,7028402,1352968,0,5675434,15,484717,19%,93308,391409,,MARESOL,308,1 RECAMARA,41,442,"$319,473",19.25%,"$61,499","$257,974",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$1,968.00",$257.97,6.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_1ed3b6e0a8c143d190a93dd51f1ccd4d~mv2.jpg,MARESOL,309,STUDIO,31,335,239757,19.25%,46153,193603,💰 Cotizar,Forma de pago / Payment plan 1,30%,58081,135522,193603,46153,Forma de pago / Payment plan 2,50%,93898,93898,187795,51961,Forma de pago / Payment plan 3,80%,147139,36785,183923,55833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5274644,1015370,0,4259274,15,363769,19%,70025,293743,,MARESOL,309,STUDIO,31,335,"$239,757",19.25%,"$46,153","$193,603",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,488.00",$193.60,4.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_064139c9991f4f20931a08f0f9d15db6~mv2.jpg,MARESOL,310,STUDIO,31,335,245305,19.25%,47221,198084,💰 Cotizar,Forma de pago / Payment plan 1,30%,59425,138659,198084,47221,Forma de pago / Payment plan 2,50%,96071,96071,192141,53164,Forma de pago / Payment plan 3,80%,150544,37636,188180,57125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5396710,1038864,0,4357846,15,372187,19%,71646,300541,,MARESOL,310,STUDIO,31,335,"$245,305",19.25%,"$47,221","$198,084",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,488.00",$198.08,4.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_460cbd4a041f4988974b42ac8361c09c~mv2.jpg,MARESOL,311,STUDIO,31,335,245305,19.25%,47221,198084,💰 Cotizar,Forma de pago / Payment plan 1,30%,59425,138659,198084,47221,Forma de pago / Payment plan 2,50%,96071,96071,192141,53164,Forma de pago / Payment plan 3,80%,150544,37636,188180,57125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5396710,1038864,0,4357846,15,372187,19%,71646,300541,,MARESOL,311,STUDIO,31,335,"$245,305",19.25%,"$47,221","$198,084",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,488.00",$198.08,4.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_cfedc02dc1c34976bc0a3685c68d908d~mv2.jpg,MARESOL,312,STUDIO,48,518,357393,23.50%,83987,273406,💰 Cotizar,Forma de pago / Payment plan 1,30%,82022,191384,273406,83987,Forma de pago / Payment plan 2,50%,132602,132602,265204,92190,Forma de pago / Payment plan 3,80%,207788,51947,259736,97658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,7862652,1847725,0,6014928,15,542252,24%,127429,414823,,MARESOL,312,STUDIO,48,518,"$357,393",23.50%,"$83,987","$273,406",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$2,304.00",$273.41,2.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_6dc5e077cd514529bb7900d8d9ccb414~mv2.jpg,MARESOL,401,STUDIO,36,390,275285,19.25%,52992,222293,💰 Cotizar,Forma de pago / Payment plan 1,30%,66688,155605,222293,52992,Forma de pago / Payment plan 2,50%,107812,107812,215624,59661,Forma de pago / Payment plan 3,80%,168943,42236,211178,64107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6056280,1165833,0,4890446,15,417674,19%,80402,337272,,MARESOL,401,STUDIO,36,390,"$275,285",19.25%,"$52,992","$222,293",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,728.00",$222.29,3.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_b5b31b1d5c4e40ba9cfa0dad8467af39~mv2.jpg,MARESOL,402,STUDIO,34,365,263713,23.50%,61973,201741,💰 Cotizar,Forma de pago / Payment plan 1,30%,60522,141219,201741,61973,Forma de pago / Payment plan 2,50%,97844,97844,195689,68025,Forma de pago / Payment plan 3,80%,153323,38331,191654,72060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5801697,1363401,0,4438296,15,400117,24%,94028,306089,,MARESOL,402,STUDIO,34,365,"$263,713",23.50%,"$61,973","$201,741",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,632.00",$201.74,4.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_9557743c3acb47039489d56e0a0ab431~mv2.jpg,MARESOL,403,STUDIO,34,367,265311,23.50%,62348,202963,💰 Cotizar,Forma de pago / Payment plan 1,30%,60889,142074,202963,62348,Forma de pago / Payment plan 2,50%,98437,98437,196874,68437,Forma de pago / Payment plan 3,80%,154252,38563,192815,72496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5836845,1371662,0,4465183,15,402541,24%,94597,307944,,MARESOL,403,STUDIO,34,367,"$265,311",23.50%,"$62,348","$202,963",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,632.00",$202.96,4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_3e02a80f67a3422f833e8b00ebc9efff~mv2.jpg,MARESOL,404,STUDIO,35,378,267819,23.50%,62937,204882,💰 Cotizar,Forma de pago / Payment plan 1,30%,61464,143417,204882,62937,Forma de pago / Payment plan 2,50%,99368,99368,198735,69084,Forma de pago / Payment plan 3,80%,155710,38927,194637,73182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5892017,1384624,0,4507394,15,406346,23%,95491,310855,,MARESOL,404,STUDIO,35,378,"$267,819",23.50%,"$62,937","$204,882",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,680.00",$204.88,4.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_f6fa91a7b77344188652bcde6e9cd410~mv2.jpg,MARESOL,405,STUDIO,32,345,250248,23.50%,58808,191440,💰 Cotizar,Forma de pago / Payment plan 1,30%,57432,134008,191440,58808,Forma de pago / Payment plan 2,50%,92848,92848,185696,64551,Forma de pago / Payment plan 3,80%,145494,36374,181868,68380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5505449,1293779,0,4211671,15,379686,23%,89226,290460,,MARESOL,405,STUDIO,32,345,"$250,248",23.50%,"$58,808","$191,440",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,536.00",$191.44,4.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_a724e43fbf4c41ac9b653d7924793ca7~mv2.jpg,MARESOL,406,STUDIO,36,384,276056,23.50%,64873,211183,💰 Cotizar,Forma de pago / Payment plan 1,30%,63355,147828,211183,64873,Forma de pago / Payment plan 2,50%,102424,102424,204847,71209,Forma de pago / Payment plan 3,80%,160499,40125,200624,75432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6073237,1427213,0,4646023,15,418844,24%,98429,320415,,MARESOL,406,STUDIO,36,384,"$276,056",23.50%,"$64,873","$211,183",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,728.00",$211.18,4.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_55e2e42b95dc4fbe97a78b232a638d3e~mv2.jpg,MARESOL,407,STUDIO,36,385,276132,23.50%,64891,211241,💰 Cotizar,Forma de pago / Payment plan 1,30%,63372,147869,211241,64891,Forma de pago / Payment plan 2,50%,102452,102452,204904,71228,Forma de pago / Payment plan 3,80%,160543,40136,200679,75453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6074900,1427600,0,4647300,15,418959,23%,98455,320503,,MARESOL,407,STUDIO,36,385,"$276,132",23.50%,"$64,891","$211,241",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,728.00",$211.24,4.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_20659d2e6c0b4d0f8419e47533c87bb4~mv2.jpg,MARESOL,408,1 RECAMARA,48,519,378023,19.25%,72769,305254,💰 Cotizar,Forma de pago / Payment plan 1,30%,91576,213678,305254,72769,Forma de pago / Payment plan 2,50%,148048,148048,296096,81927,Forma de pago / Payment plan 3,80%,231993,57998,289991,88032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,8316511,1600923,0,6715587,15,573552,19%,110408,463144,,MARESOL,408,1 RECAMARA,48,519,"$378,023",19.25%,"$72,769","$305,254",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$2,304.00",$305.25,5.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_76ce0f304da943628c07c5809a9a69ce~mv2.jpg,MARESOL,409,STUDIO,31,335,243456,19.25%,46865,196590,💰 Cotizar,Forma de pago / Payment plan 1,30%,58977,137613,196590,46865,Forma de pago / Payment plan 2,50%,95346,95346,190693,52763,Forma de pago / Payment plan 3,80%,149409,37352,186761,56695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5356022,1031035,0,4324987,15,369381,19%,71106,298275,,MARESOL,409,STUDIO,31,335,"$243,456",19.25%,"$46,865","$196,590",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,488.00",$196.59,4.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_9b7aaf647a9941939b69372fa19a033b~mv2.jpg,MARESOL,412,STUDIO,46,490,346439,23.50%,81413,265026,💰 Cotizar,Forma de pago / Payment plan 1,30%,79508,185518,265026,81413,Forma de pago / Payment plan 2,50%,128537,128537,257075,89364,Forma de pago / Payment plan 3,80%,201420,50355,251774,94665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,7621659,1791094,0,5830565,15,525632,24%,123524,402108,,MARESOL,412,STUDIO,46,490,"$346,439",23.50%,"$81,413","$265,026",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$2,208.00",$265.03,3.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_418e97bfe6324f4a916a33a0e33d77d8~mv2.jpg,MARESOL,502,STUDIO,34,365,264398,23.50%,62133,202265,💰 Cotizar,Forma de pago / Payment plan 1,30%,60679,141585,202265,62133,Forma de pago / Payment plan 2,50%,98098,98098,196197,68201,Forma de pago / Payment plan 3,80%,153721,38430,192151,72247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5816757,1366935,0,4449823,15,401156,23%,94271,306884,,MARESOL,502,STUDIO,34,365,"$264,398",23.50%,"$62,133","$202,265",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,632.00",$202.26,4.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_9f9d77af008445ca9af25468a942b7fb~mv2.jpg,MARESOL,503,STUDIO,34,367,266000,23.50%,62510,203490,💰 Cotizar,Forma de pago / Payment plan 1,30%,61047,142443,203490,62510,Forma de pago / Payment plan 2,50%,98693,98693,197385,68615,Forma de pago / Payment plan 3,80%,154652,38663,193316,72684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5851999,1375218,0,4476781,15,403586,23%,94843,308744,,MARESOL,503,STUDIO,34,367,"$266,000",23.50%,"$62,510","$203,490",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,632.00",$203.49,4.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_f93a911bbc18462e975f7f344b512da5~mv2.jpg,MARESOL,504,STUDIO,35,378,273592,23.50%,64294,209298,💰 Cotizar,Forma de pago / Payment plan 1,30%,62789,146509,209298,64294,Forma de pago / Payment plan 2,50%,101509,101509,203019,70573,Forma de pago / Payment plan 3,80%,159066,39767,198833,74759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6019019,1414466,0,4604553,15,415105,23%,97549,317555,,MARESOL,504,STUDIO,35,378,"$273,592",23.50%,"$64,294","$209,298",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,680.00",$209.30,4.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_d3725d7d7a784623b0f909726fae3b13~mv2.jpg,MARESOL,505,STUDIO,32,345,256033,23.50%,60168,195865,💰 Cotizar,Forma de pago / Payment plan 1,30%,58760,137106,195865,60168,Forma de pago / Payment plan 2,50%,94995,94995,189989,66044,Forma de pago / Payment plan 3,80%,148857,37214,186072,69961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5632723,1323692,0,4309031,15,388464,24%,91289,297175,,MARESOL,505,STUDIO,32,345,"$256,033",23.50%,"$60,168","$195,865",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,536.00",$195.87,4.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_e26c08cf88994628a179792b49d9f3d7~mv2.jpg,MARESOL,506,STUDIO,36,384,282425,23.50%,66370,216055,💰 Cotizar,Forma de pago / Payment plan 1,30%,64816,151238,216055,66370,Forma de pago / Payment plan 2,50%,104787,104787,209573,72852,Forma de pago / Payment plan 3,80%,164202,41050,205252,77173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6213340,1460138,0,4753203,15,428506,24%,100699,327807,,MARESOL,506,STUDIO,36,384,"$282,425",23.50%,"$66,370","$216,055",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,728.00",$216.05,3.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_c4dcbba432d54782960918f5bd420edf~mv2.jpg,MARESOL,507,STUDIO,36,384,282425,23.50%,66370,216055,💰 Cotizar,Forma de pago / Payment plan 1,30%,64816,151238,216055,66370,Forma de pago / Payment plan 2,50%,104787,104787,209573,72852,Forma de pago / Payment plan 3,80%,164202,41050,205252,77173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,6213340,1460138,0,4753203,15,428506,24%,100699,327807,,MARESOL,507,STUDIO,36,384,"$282,425",23.50%,"$66,370","$216,055",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,728.00",$216.05,3.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_22114e6715274c90a3260bc95159cd9d~mv2.jpg,MARESOL,509,STUDIO,31,335,249004,19.25%,47933,201071,💰 Cotizar,Forma de pago / Payment plan 1,30%,60321,140750,201071,47933,Forma de pago / Payment plan 2,50%,97519,97519,195039,53965,Forma de pago / Payment plan 3,80%,152814,38203,191017,57987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5478088,1054529,0,4423559,15,377799,19%,72726,305073,,MARESOL,509,STUDIO,31,335,"$249,004",19.25%,"$47,933","$201,071",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,488.00",$201.07,4.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_8f3010f0a86c4793befc016e101387de~mv2.jpg,MARESOL,510,STUDIO,31,335,255662,19.25%,49215,206447,💰 Cotizar,Forma de pago / Payment plan 1,30%,61934,144513,206447,49215,Forma de pago / Payment plan 2,50%,100127,100127,200254,55408,Forma de pago / Payment plan 3,80%,156900,39225,196125,59537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5624567,1082726,0,4541841,15,387901,19%,74671,313230,,MARESOL,510,STUDIO,31,335,"$255,662",19.25%,"$49,215","$206,447",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,488.00",$206.45,4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_31591329934341a0b8c087f578c937ab~mv2.jpg,MARESOL,511,STUDIO,31,335,255662,19.25%,49215,206447,💰 Cotizar,Forma de pago / Payment plan 1,30%,61934,144513,206447,49215,Forma de pago / Payment plan 2,50%,100127,100127,200254,55408,Forma de pago / Payment plan 3,80%,156900,39225,196125,59537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,5624567,1082726,0,4541841,15,387901,19%,74671,313230,,MARESOL,511,STUDIO,31,335,"$255,662",19.25%,"$49,215","$206,447",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,488.00",$206.45,4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
